Sample_ID,sample,pcr_rep,Sample_Plate,taxon,total_taxon_ct,Sample Code,Sample Label,field_rep,Sample_Date,Metadata Reference
e00275_1,e00275,1,YUMI_eDNA_Plate1,Gadidae,6,2021223001,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00275_1,e00275,1,YUMI_eDNA_Plate1,Oncorhynchus,6406,2021223001,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00275_1,e00275,1,YUMI_eDNA_Plate1,Ammodytidae,3285,2021223001,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00275_1,e00275,1,YUMI_eDNA_Plate1,Pleuronectidae,2966,2021223001,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00275_1,e00275,1,YUMI_eDNA_Plate1,Artedius_harringtoni,2,2021223001,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Clupeidae,1599,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Oncorhynchus,4,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Ammodytidae,4,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Gadidae,3,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Pleuronectidae,6,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Cottidae,1,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00276_1,e00276,1,YUMI_eDNA_Plate1,Homo_sapiens,3,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00277_1,e00277,1,YUMI_eDNA_Plate1,Clupeidae,3793,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS
e00277_1,e00277,1,YUMI_eDNA_Plate1,Ammodytidae,25,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS
e00277_1,e00277,1,YUMI_eDNA_Plate1,Pleuronectidae,3695,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS
e00277_1,e00277,1,YUMI_eDNA_Plate1,Gadidae,4,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS
e00277_1,e00277,1,YUMI_eDNA_Plate1,Micropterus,1,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Clupeidae,70,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Oncorhynchus,21,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Ammodytidae,171,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Pleuronectidae,37,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Gadidae,232,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Cottidae,4,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00278_1,e00278,1,YUMI_eDNA_Plate1,Artedius_harringtoni,10,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Clupeidae,2675,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Oncorhynchus,23,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Ammodytidae,12,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Gadidae,10192,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Pleuronectidae,21,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Homo_sapiens,3,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00279_1,e00279,1,YUMI_eDNA_Plate1,Cottidae,4,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Clupeidae,8,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Gadidae,32,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Oncorhynchus,4242,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Ammodytidae,4,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Ictalurus,1,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Pleuronectidae,13,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00280_1,e00280,1,YUMI_eDNA_Plate1,Mallotus_villosus,7,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Oncorhynchus,2640,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Ammodytidae,1,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Pleuronectidae,2,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Homo_sapiens,2,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Cottidae,3,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Mallotus_villosus,58,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00281_1,e00281,1,YUMI_eDNA_Plate1,Gadidae,5,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS
e00282_1,e00282,1,YUMI_eDNA_Plate1,Clupeidae,3,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS
e00282_1,e00282,1,YUMI_eDNA_Plate1,Oncorhynchus,7939,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS
e00282_1,e00282,1,YUMI_eDNA_Plate1,Cottidae,5,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS
e00282_1,e00282,1,YUMI_eDNA_Plate1,Hexagrammos_decagrammus,3411,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS
e00282_1,e00282,1,YUMI_eDNA_Plate1,Mallotus_villosus,206,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS
e00282_1,e00282,1,YUMI_eDNA_Plate1,Gadidae,5,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Clupeidae,36,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Gadidae,29,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Oncorhynchus,96,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Ammodytidae,774,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Pleuronectidae,30,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Micropterus,1,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Homo_sapiens,7,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00283_1,e00283,1,YUMI_eDNA_Plate1,Cottidae,16,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Clupeidae,9,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Gadidae,1,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Oncorhynchus,21,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Ammodytidae,8897,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Pleuronectidae,6,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Agonidae,3,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00284_1,e00284,1,YUMI_eDNA_Plate1,Hemilepidotus,1,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS
e00285_1,e00285,1,YUMI_eDNA_Plate1,Clupeidae,11,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS
e00285_1,e00285,1,YUMI_eDNA_Plate1,Oncorhynchus,9,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS
e00285_1,e00285,1,YUMI_eDNA_Plate1,Ammodytidae,6426,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS
e00285_1,e00285,1,YUMI_eDNA_Plate1,Pleuronectidae,14,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS
e00285_1,e00285,1,YUMI_eDNA_Plate1,Homo_sapiens,2,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS
e00285_1,e00285,1,YUMI_eDNA_Plate1,Cottidae,4,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS
e00286_1,e00286,1,YUMI_eDNA_Plate1,Clupeidae,2224,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS
e00286_1,e00286,1,YUMI_eDNA_Plate1,Gadidae,2,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS
e00286_1,e00286,1,YUMI_eDNA_Plate1,Oncorhynchus,3140,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS
e00286_1,e00286,1,YUMI_eDNA_Plate1,Ammodytidae,3370,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS
e00286_1,e00286,1,YUMI_eDNA_Plate1,Pleuronectidae,6849,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS
e00286_1,e00286,1,YUMI_eDNA_Plate1,Cottidae,2114,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS
e00287_1,e00287,1,YUMI_eDNA_Plate1,Gadidae,36,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS
e00287_1,e00287,1,YUMI_eDNA_Plate1,Oncorhynchus,16,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS
e00287_1,e00287,1,YUMI_eDNA_Plate1,Ammodytidae,4440,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS
e00287_1,e00287,1,YUMI_eDNA_Plate1,Pleuronectidae,5,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS
e00287_1,e00287,1,YUMI_eDNA_Plate1,Cottidae,3,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS
YumiPOSITIVE_1,YumiPOSITIVE,1,YUMI_eDNA_Plate1,Gadidae,12,NA,NA,NA,NA,NA
YumiPOSITIVE_1,YumiPOSITIVE,1,YUMI_eDNA_Plate1,Oncorhynchus,3,NA,NA,NA,NA,NA
YumiPOSITIVE_1,YumiPOSITIVE,1,YUMI_eDNA_Plate1,Ammodytidae,24,NA,NA,NA,NA,NA
YumiPOSITIVE_1,YumiPOSITIVE,1,YUMI_eDNA_Plate1,Pleuronectidae,5,NA,NA,NA,NA,NA
e00191_2,e00191,2,YUMI_eDNA_Plate2,Gadidae,1,202117601,Prince William Sound,A,2021-07-04T00:00:00Z,Yumi_USGS
e00191_2,e00191,2,YUMI_eDNA_Plate2,Ammodytidae,2,202117601,Prince William Sound,A,2021-07-04T00:00:00Z,Yumi_USGS
e00192_2,e00192,2,YUMI_eDNA_Plate2,Ammodytidae,2,202117601,Prince William Sound,B,2021-07-04T00:00:00Z,Yumi_USGS
e00192_2,e00192,2,YUMI_eDNA_Plate2,Oncorhynchus,7,202117601,Prince William Sound,B,2021-07-04T00:00:00Z,Yumi_USGS
e00192_2,e00192,2,YUMI_eDNA_Plate2,Gadidae,3,202117601,Prince William Sound,B,2021-07-04T00:00:00Z,Yumi_USGS
e00192_2,e00192,2,YUMI_eDNA_Plate2,Pleuronectidae,2,202117601,Prince William Sound,B,2021-07-04T00:00:00Z,Yumi_USGS
e00192_2,e00192,2,YUMI_eDNA_Plate2,Salmonidae,1,202117601,Prince William Sound,B,2021-07-04T00:00:00Z,Yumi_USGS
e00193_2,e00193,2,YUMI_eDNA_Plate2,Clupeidae,2,202117601,Prince William Sound,C,2021-07-04T00:00:00Z,Yumi_USGS
e00193_2,e00193,2,YUMI_eDNA_Plate2,Gadidae,2,202117601,Prince William Sound,C,2021-07-04T00:00:00Z,Yumi_USGS
e00193_2,e00193,2,YUMI_eDNA_Plate2,Homo_sapiens,15,202117601,Prince William Sound,C,2021-07-04T00:00:00Z,Yumi_USGS
e00193_2,e00193,2,YUMI_eDNA_Plate2,Sus_scrofa,499,202117601,Prince William Sound,C,2021-07-04T00:00:00Z,Yumi_USGS
e00193_2,e00193,2,YUMI_eDNA_Plate2,Sus,72,202117601,Prince William Sound,C,2021-07-04T00:00:00Z,Yumi_USGS
e00194_2,e00194,2,YUMI_eDNA_Plate2,Clupeidae,24,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00194_2,e00194,2,YUMI_eDNA_Plate2,Gadidae,4,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00194_2,e00194,2,YUMI_eDNA_Plate2,Oncorhynchus,6,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00194_2,e00194,2,YUMI_eDNA_Plate2,Perciformes,1,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00194_2,e00194,2,YUMI_eDNA_Plate2,Cottidae,1,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00195_2,e00195,2,YUMI_eDNA_Plate2,Clupeidae,3650,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00195_2,e00195,2,YUMI_eDNA_Plate2,Oncorhynchus,27,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00195_2,e00195,2,YUMI_eDNA_Plate2,Micropterus,1,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00195_2,e00195,2,YUMI_eDNA_Plate2,Homo_sapiens,36,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00195_2,e00195,2,YUMI_eDNA_Plate2,Gadidae,4,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00196_2,e00196,2,YUMI_eDNA_Plate2,Clupeidae,9,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00196_2,e00196,2,YUMI_eDNA_Plate2,Gadidae,8,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00196_2,e00196,2,YUMI_eDNA_Plate2,Oncorhynchus,10326,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00196_2,e00196,2,YUMI_eDNA_Plate2,Pleuronectidae,1,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00196_2,e00196,2,YUMI_eDNA_Plate2,Sebastidae,1,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00196_2,e00196,2,YUMI_eDNA_Plate2,Homo_sapiens,56,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Clupeidae,20,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Gadidae,6,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Oncorhynchus,33,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Ammodytidae,3,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Pleuronectidae,1,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Hexagrammos,15,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00197_2,e00197,2,YUMI_eDNA_Plate2,Homo_sapiens,5,202121011,Prince William Sound,A,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Clupeidae,20,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Oncorhynchus,17,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Ammodytidae,2,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Pleuronectidae,2,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Homo_sapiens,2,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Agonidae,1,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Hexagrammos,5,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Lycodapus,4,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00198_2,e00198,2,YUMI_eDNA_Plate2,Mallotus_villosus,1,202121011,Prince William Sound,B,2021-09-19T00:00:00Z,Yumi_USGS
e00199_2,e00199,2,YUMI_eDNA_Plate2,Clupeidae,9,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00199_2,e00199,2,YUMI_eDNA_Plate2,Gadidae,2095,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00199_2,e00199,2,YUMI_eDNA_Plate2,Oncorhynchus,5616,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00199_2,e00199,2,YUMI_eDNA_Plate2,Ammodytidae,2,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00199_2,e00199,2,YUMI_eDNA_Plate2,Homo_sapiens,108,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00199_2,e00199,2,YUMI_eDNA_Plate2,Leuroglossus_schmidti,5067,202121011,Prince William Sound,C,2021-09-19T00:00:00Z,Yumi_USGS
e00200_2,e00200,2,YUMI_eDNA_Plate2,Oncorhynchus,7716,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00200_2,e00200,2,YUMI_eDNA_Plate2,Salmonidae,1512,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00201_2,e00201,2,YUMI_eDNA_Plate2,Clupeidae,3255,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_2,e00201,2,YUMI_eDNA_Plate2,Gadidae,5,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_2,e00201,2,YUMI_eDNA_Plate2,Oncorhynchus,4947,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_2,e00201,2,YUMI_eDNA_Plate2,Homo_sapiens,129,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00201_2,e00201,2,YUMI_eDNA_Plate2,Pholis,1,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Clupeidae,1832,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Gadidae,9,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Oncorhynchus,5768,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Ammodytidae,1,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Pleuronectidae,16,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Homo_sapiens,10,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00202_2,e00202,2,YUMI_eDNA_Plate2,Lycodapus,40,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Clupeidae,6414,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Gadidae,3664,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Oncorhynchus,4503,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Ammodytidae,5,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Micropterus,1,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Perciformes,2,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Homo_sapiens,2,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00203_2,e00203,2,YUMI_eDNA_Plate2,Hexagrammos_decagrammus,2929,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00204_2,e00204,2,YUMI_eDNA_Plate2,Clupeidae,1172,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_2,e00204,2,YUMI_eDNA_Plate2,Gadidae,5,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_2,e00204,2,YUMI_eDNA_Plate2,Oncorhynchus,1626,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_2,e00204,2,YUMI_eDNA_Plate2,Pleuronectidae,1,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00204_2,e00204,2,YUMI_eDNA_Plate2,Anoplarchus,1,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00205_2,e00205,2,YUMI_eDNA_Plate2,Clupeidae,5090,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_2,e00205,2,YUMI_eDNA_Plate2,Gadidae,1,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_2,e00205,2,YUMI_eDNA_Plate2,Oncorhynchus,4721,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_2,e00205,2,YUMI_eDNA_Plate2,Ammodytidae,2,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_2,e00205,2,YUMI_eDNA_Plate2,Homo_sapiens,27,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00205_2,e00205,2,YUMI_eDNA_Plate2,Hexagrammos,4129,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00206_2,e00206,2,YUMI_eDNA_Plate2,Clupeidae,3,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_2,e00206,2,YUMI_eDNA_Plate2,Oncorhynchus,6,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_2,e00206,2,YUMI_eDNA_Plate2,Pleuronectidae,4,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_2,e00206,2,YUMI_eDNA_Plate2,Homo_sapiens,4,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00206_2,e00206,2,YUMI_eDNA_Plate2,Hexagrammos,2,202122011,Prince William Sound,A,2021-09-18T00:00:00Z,Yumi_USGS
e00207_2,e00207,2,YUMI_eDNA_Plate2,Clupeidae,9,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_2,e00207,2,YUMI_eDNA_Plate2,Ammodytidae,8655,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_2,e00207,2,YUMI_eDNA_Plate2,Mallotus_villosus,72,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00207_2,e00207,2,YUMI_eDNA_Plate2,Leuroglossus_schmidti,2,202122011,Prince William Sound,B,2021-09-18T00:00:00Z,Yumi_USGS
e00208_2,e00208,2,YUMI_eDNA_Plate2,Clupeidae,11145,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_2,e00208,2,YUMI_eDNA_Plate2,Oncorhynchus,9,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_2,e00208,2,YUMI_eDNA_Plate2,Ammodytidae,3,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_2,e00208,2,YUMI_eDNA_Plate2,Sebastidae,1,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
e00208_2,e00208,2,YUMI_eDNA_Plate2,Pleuronectidae,8,202122011,Prince William Sound,C,2021-09-18T00:00:00Z,Yumi_USGS
